assistancetype	region	gender resp	Head_Household	age	HH women	HH girls	HH men	HH boys	HH children	HH total	marital	residency	period	region_origin	disp_times	hosting	hosting_persons	housing	rental_fees	transport	educ	income	incomecontributers	income_source	disabled	disabled_HH	medical_access	referred_by_SI	sickperson	Malnurished_children	CFVA	MPCA	Livestock restoration	Greenhouses	irrigation	training	meals_adults	meals_children	cereals_HDDS	orangeveg_HDDS	rootstuber_HDDS	greenveg_HDDS	otherveg_HDDS	fruits1_HDDS	fruits2_HDDS	meet_HDDS	eggs_HDDS	fishandseafood_HDDS	legume_HDDS	milky_HDDS	fat_HDDS	sweets_HDDS	other_HDDS	MAHFP january	MAHFP february	MAHFP march	MAHFP april	MAHFP may	MAHFP june	MAHFP july	MAHFP august	MAHFP september	MAHFP october	MAHFP november	MAHFP december	freq worryfood	land	training good modern agricultural practices	training Irrigation	training Use of agricultural inputs	training Fertilizer application	training Soil conservation	training Greenhouses	training Flood/drought damage and preparedness	training Basic Accounting	receive_equip	receive_irrig	irrigated_land	receive_seeds	harvest_lastyear	fertilizer Natural fertilizer	fertilizer Pesticide	production	crops Millet	crops Corn (maize)	crops Wheat	crops Barley	crops Sorghum	crops Myriad vegetables	crops Other:	water_source Spring	water_source Network	water_source Borehole	water_source Stored water from reservoir or pond	water_source Wastewater of kitchen	water_source No water source	water_source Other	Goat	Sheep	Camel	Cow	goat_lost	sheep_lost	camel_lost	cow_lost	feeding Sending to public pasture land	feeding Sending to own pasture land	feeding Collecting fodder from own land	feeding Collecting fodder from natural pasture land	feeding Purchasing	feeding Other	fodder Alfalfa	fodder Clover	fodder Hay	fodder Leaves	fodder Straw	fodder Maize	fodder Concentrate	fodder Grasses	fodder Other	sickness Vaccine animals	sickness Referring to animal health center	sickness No action	sickness Other	livelihood_source	livelihood_income	husband_train	sell_prod_marlet	distance_market	product_transport	market_chall Poor roads	market_chall Insecurity	market_chall Transportation costs	market_chall Distance to the markets	market_chall Not enough goods	MPCA_per_month	MPCA_month	CFF_per_month	CFF_month	MPCA_use food	MPCA_use debt	MPCA_use clothe	MPCA_use med	MPCA_use water	MPCA_use fuel	MPCA_use cookgaz	MPCA_use school	MPCA_use business	MPCA_use buylivestock	MPCA_use agrinputs	MPCA_use savings	MPCA_use transport	MPCA_use rent	MPCA_use giftloan	has_savings	debts_purpose Food	debts_purpose Health	debts_purpose Shelter	debts_purpose Funeral	debts_purpose Wedding	debts_purpose Other	debt_level	creditors Family	creditors Friend	creditors Landlord	creditors Bank	creditors Shopkeeper	creditors Other	women_received_cash	included_selection	emp	business Agricultural/farming	business Livestock keeping	business Small shop/kiosk	business Tea shop/cafeteria/hotel	business Miraa seller	business Other	learned_new_skills	plan_look_job	plan_open_bussiness	sessions IYCF	sessions cooking	session water	session other	part_mother_group	child_below2	distance_nut	time_facility	watersource	distance_water	time_water	wells_available	pay_water	treatment Chlorination	treatment Boiling water	treatment Aqua tabs	treatment None	cleaning_freq	cleaning_how	water_transmit_disease	family_skin_pb	diarrhea_cause dirtyhand	diarrhea_cause contamwat	diarrhea_cause noCl	diarrhea_cause toomuchCl	diarrhea_cause contmfood	diarrhea_cause temperature	diarrhea_cause opendefecc	diarrhea_cause unknown	diarrhea_cause other	diarrhea_prevention safewater	diarrhea_prevention washinghands	diarrhea_prevention washinghandsSoap	diarrhea_prevention coveringfood	diarrhea_prevention cleantLat	diarrhea_prevention vaccin	diarrhea_prevention goodHygiene	diarrhea_prevention unknown	diarrhea_prevention other	diarrhea_remedies drugs	diarrhea_remedies HC	diarrhea_remedies ORS	diarrhea_remedies drinkwater	diarrhea_remedies tradmed	diarrhea_remedies nothing	diarrhea_remedies other	toilet	handwash_area	soap_avail	women_men_separated	receive_soap_SI	received_sensitization	attended_mygiene_prom	receive_cholerakits	handwash_times mealPrep	handwash_times servFood	handwash_times eating	handwash_times feedBaby	handwash_times cleanbaby	handwash_times afterToil	handwash_times Garbage	handwash_times Play	handwash_reason	handwash_item	use_latrine	receive_NFI	nonpurchase_reason Because I don’t have enough money (expensive)	nonpurchase_reason I don’t need it	nonpurchase_reason The market is too far	nonpurchase_reason I don’t feel secure enough to go to the market because of the security situation	nonpurchase_reason I cannot move due to my physical condition (persons with disabilities or elder people)	nonpurchase_reason Other	livingcond_adeq	main_need	second_need	third_need	streetlights	member_camp_committee	able_give_feedback_auth	receive_information_disaster	village	tribe	district	benficiarytype	gender HHH	cattle	cattle_lost	MPCA_total	CFF_total	HDDS	FCS	MAHFP	CSI	HHS	educ HHH	income_per_member
MPCA	Marib	Male	Yes	22	1	0	1	0	0	2	Single	IDP	Over 2 years	Hajjah	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	Vehicles	Primary	0	0	Aid	No	No	No	No	No	No	No	Yes	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	1	1	0	0	0	0	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	7.0	Other	0	0	1	1	0	120	3	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	No	1	0	0	0	0	0	35	0	1	0	0	0	0	No	Yes	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	7.0	30	Unprotected dug well	5.0	120	1	0.0001	0	0	0	1	Monthly	With soap/detergent	Yes	No	1	1	0	1	0	1	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	0	1	0	To be clean	With water and soap	No	No	0	0	0	0	0	0	Yes	Livelihood activities	Health facilities	Water points	No	No	No	No	Almabad	Alhawaqilah	Alwadi	Emergency cash assistance beneficiary	Male	0	0	360	0	1	Poor	10	11	3	1.0	0.0
MPCA	Marib	Male	Yes	45	1	1	1	2	1	6	Married	IDP	Over 2 years	Taiz	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	Yes	Vehicles	Secondary	80	0	Casual employment	No	No	Yes	No	No	No	No	Yes	No	No	No	No	3	3	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	0	0	0	0	1	1	1	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	80	No	No	2.0	Car	0	0	1	0	0	120	3	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	No	1	1	0	0	0	0	150	0	0	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	No	Yes	3.0	30	Piped water into dwelling	0.1	10	2	0.0001	0	0	0	1	Monthly	Other	Yes	No	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	1	1	0	To reduces spread/ transmission of disease	Water alone	No	No	0	0	0	0	0	0	No	Livelihood activities	Health facilities	Water points	Yes	No	Yes	No	Ben Jaber	Mawiah	Alwadi	Emergency cash assistance beneficiary	Male	0	0	360	0	6	Acceptable	9	24	1	2.0	11.428571428571429
MPCA	Marib	Female	No	30	3	2	2	3	4	14	Widower	IDP	Over 2 years	Amran	Two or more movement from the place of origin and now	No	0	I am living in an unfinished building	Yes	Vehicles	Primary	60	1	Casual employment	No	No	Yes	No	Yes	Yes	No	Yes	No	No	No	No	3	3	Yes	No	Yes	Yes	No	No	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	0	0	0	0	1	1	1	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	60	No	No	3.0	Car	0	0	1	1	0	120	3	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	No	1	1	0	0	0	1	500	1	1	0	0	1	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	Yes	Yes	No	No	No	No	No	No	6.0	60	Piped water into dwelling	3.0	30	2	0.0001	0	0	0	1	Monthly	With soap/detergent	Yes	No	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	Family latrine	No	0	Yes	No	No	No	No	1	1	1	0	1	1	1	0	To reduces spread/ transmission of disease	With water and soap	No	No	0	0	0	0	0	0	Yes	Livelihood activities	Schools	Health facilities	No	No	No	No	Aljalal		Albathaa	Emergency cash assistance beneficiary	Male	0	0	360	0	9	Acceptable	9	28	3	1.0	4.0
MPCA	Marib	Female	No	38	2	1	1	2	2	8	Married	IDP	Over 2 years	Ibb	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	Yes	Vehicles	No education	20	0	Casual employment	No	No	Yes	No	No	No	No	Yes	No	No	No	No	3	3	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	1	1	1	1	1	1	1	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	50	No	No	4.0	Car	0	0	0	1	0	120	3	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	No	1	1	0	0	0	1	5200	1	1	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	Yes	Yes	Yes	No	No	No	No	No	Yes	0.5	15	Piped water into dwelling	0.025	5	3	0.0001	0	0	0	1	Every 2-3 days	With soap/detergent	Yes	No	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	Family latrine	No	0	No	No	No	No	No	1	1	1	1	1	1	1	1	To reduces spread/ transmission of disease	Water alone	No	No	0	0	0	0	0	0	Yes	Schools	Health facilities	Livelihood activities	No	No	Yes	No	Aljalal	Almarjahi	Alwadi	Emergency cash assistance beneficiary	Male	0	0	360	0	6	Acceptable	5	0	0	4.0	2.2222222222222223
FSL	Taiz	Female	No	50	2	0	0	0	0	2	Single	Host Community	0	0	0	No	0	I am living in an unfinished building	No	Animal means of transport	No education	0	0	Aid	No	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	No	No	No	2	0	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	0	0	0	1	0	0	0	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	Yes	No	0.2	Other	0	0	0	0	1	120	12	120	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	1.2	60	Piped water into dwelling	0.4	60	1	0.0015	1	0	0	0	Weekly	With soap/detergent	Yes	No	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Family latrine	No	0	No	No	Yes	No	No	0	1	0	0	0	0	0	0	To be healthy	With water and soap	Yes	No	0	0	0	0	0	0	No	Health facilities	Water points	Livelihood activities	No	No	No	No	Aljabal	Bani Sorore	Al-Ma’afer	FSL Beneficiary	Female	2	0	1440	1440	2	Poor	11	54	6	0.0	0.0
MPCA	Marib	Female	Yes	50	2	3	2	2	0	9	Married	IDP	1-2 years	Ma'rib	Only one movement from the place of origin and now	Yes	4	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	No means of transport	No education	50	0	Aid	No	No	No	No	Yes	No	No	Yes	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	Yes	Yes	0	0	0	0	0	1	0	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	2.0	Car	0	0	1	0	0	120	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	100	0	0	0	0	1	0	Yes	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	Yes	Yes	3.0	30	Other	0.5	10	1	0.0003	0	0	0	1	Weekly	With brush only	Yes	Yes	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Family latrine	Yes	Yes	No	No	No	Yes	No	0	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	Water alone	Yes	No	0	0	0	0	0	0	Yes	Health facilities	Water points	Livelihood activities	No	No	No	Yes	Almseel	Almodesh	Almseel	Emergency cash assistance beneficiary	Female	0	0	360	0	4	Acceptable	11	34	5	0.0	5.0
MPCA	Marib	Male	Yes	22	1	0	1	0	2	4	Married	IDP	1-2 years	Ma'rib	Only one movement from the place of origin and now	Yes	2	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	No means of transport	Secondary	60	0	Casual employment	No	No	No	No	No	No	No	Yes	No	No	No	No	3	3	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	0	0	0	1	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	60	No	No	1.0	Car	0	0	1	0	0	120	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	150	0	0	0	0	1	0	No	No	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	Yes	Yes	5.0	60	Tube well/borehole	0.4	20	2	0.0001	0	0	0	1	Every 2-3 days	With soap/detergent	Yes	No	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	No	Water points	Livelihood activities	Solar streetlight	No	No	No	No	Ben Jaber	Al Fajeeh	Almaleen	Emergency cash assistance beneficiary	Male	0	0	360	0	7	Acceptable	11	56	4	2.0	12.0
MPCA	Marib	Female	Yes	40	2	3	4	1	0	10	Divorced	IDP	Over 2 years	Ma'rib	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	No means of transport	No education	0	0	Aid	No	Yes	Yes	No	Yes	Yes	No	Yes	No	No	No	No	2	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	No	Yes	0	0	0	0	0	0	0	1	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	No	No	2.0	Other	0	0	1	0	0	141	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	Yes	Yes	5.0	60	Tube well/borehole	1.0	20	1	0.0001	0	0	0	1	Every 2-3 days	Other	Yes	No	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Communal latrine	No	0	No	Yes	Yes	No	No	0	0	1	0	0	0	0	0	To be clean	With water and soap	Yes	Yes	1	0	0	0	0	0	No	Livelihood activities	Health facilities	Schools	No	No	No	No	Alnakeyah	Al Rashed	Marib	Emergency cash assistance beneficiary	Female	1	0	423	0	5	Acceptable	11	34	3	0.0	0.0
MPCA	Marib	Female	No	30	1	1	1	1	0	4	Married	IDP	Over 2 years	Ma'rib	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	Yes	No means of transport	No education	20	0	Casual employment	No	Yes	No	No	Yes	Yes	No	Yes	No	No	No	No	3	3	Yes	Yes	No	No	No	No	No	Yes	No	No	Yes	No	Yes	No	No	0	0	0	0	0	0	0	0	0	1	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	20	No	No	1.0	Other	0	0	1	0	0	141	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	2000	1	1	0	0	0	0	Yes	No	Self-employed	0	0	0	0	0	1	No	Yes	No	No	No	No	No	Yes	No	2.0	30	Tube well/borehole	0.05	15	1	0.0001	0	0	0	1	Weekly	With soap/detergent	Yes	Yes	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	Yes	Water points	Livelihood activities	Health facilities	No	No	No	No	Alnakeyah	Al Alqahtani	Alwadi	Emergency cash assistance beneficiary	Male	0	0	423	0	5	Acceptable	11	42	5	0.0	4.0
FSL	Taiz	Male	Yes	69	2	0	2	0	2	6	Married	Host Community	0	0	0	No	0	I am living in a concrete house/finished building	No	No means of transport	Primary	0	1	Aid	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	3	3	Yes	No	Yes	Yes	No	No	No	No	Yes	Yes	No	No	No	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.03	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0021	Yes	Yes	1	0	Handpumps	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Other	30	No	No	2.0	Car	0	0	1	0	0	120	10	0	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	0	No	1	1	0	0	0	0	200	0	1	0	0	0	0	Yes	Yes	Unemployed	0	0	0	0	0	0	Yes	No	No	No	No	No	No	No	No	1.0	15	Piped water into dwelling	1.0	15	1	0.0015	0	0	0	1	Never	0	Yes	No	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	Family latrine	Yes	Yes	No	No	No	No	No	0	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	Yes	Health facilities	Solar streetlight	Livelihood activities	No	No	No	Yes	Bani Shaibah	Alhadadi	Alturbah	FSL Beneficiary	Male	4	0	1200	0	6	Borderline	12	33	1	1.0	0.0
FSL	Taiz	Male	Yes	45	1	2	1	2	0	6	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	No education	0	0	Aid	No	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	No	3	3	Yes	No	No	No	Yes	No	No	No	No	No	Yes	No	No	Yes	Yes	0	0	1	0	0	0	0	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.02	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	0.0021	Yes	Yes	1	0	Tractor	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	15.0	Other	0	0	1	0	0	120	4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	No	0	1	0	0	0	0	150	0	1	0	0	0	0	Yes	Yes	Unemployed	0	0	0	0	0	0	Yes	No	No	Yes	Yes	No	No	Yes	Yes	30.0	60	Protected dug well	2.0	20	1	0.0001	0	0	0	1	Daily	Other	Yes	Yes	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	Communal latrine	No	0	No	Yes	Yes	Yes	No	0	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	Water alone	Yes	Yes	1	0	0	0	0	0	No	Livelihood activities	Roads	Water points	No	No	No	No	Ghotab	Bani Abass	Al-Mawasit	FSL Beneficiary	Male	0	0	480	0	5	Borderline	11	102	3	0.0	0.0
FSL	Taiz	Male	Yes	24	2	1	2	2	1	8	Married	Host Community	0	0	0	Yes	6	I am living in an unfinished building	No	No means of transport	Primary	60	0	Casual employment	No	No	Yes	No	No	Yes	No	Yes	No	Yes	Yes	No	3	4	Yes	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	0	0	0	0	1	0	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.01	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.0021	Yes	Yes	1	0	Handpumps	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	Other	60	No	No	10.0	Donkey cart	0	0	1	0	0	120	12	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	1	0	0	0	300	0	1	0	0	0	0	Yes	Yes	Unemployed	0	0	0	0	0	0	Yes	Yes	No	Yes	Yes	No	No	Yes	Yes	2.0	15	Unprotected dug well	15.0	20	3	0.0001	0	1	0	0	Daily	With soap/detergent	No	No	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	Communal latrine	No	0	Yes	No	Yes	Yes	No	1	0	0	0	1	0	0	0	To be healthy	With water and soap	No	No	0	0	0	0	0	0	No	Livelihood activities	Community centers	Solar streetlight	No	No	No	No	Bani Abas	Almahdami	Al-Ma’afer	FSL Beneficiary	Male	0	0	1440	0	10	Acceptable	11	65	3	1.0	6.666666666666667
FSL	Taiz	Female	Yes	30	3	2	1	1	0	7	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	Primary	0	0	Livestock	No	No	Yes	No	No	No	No	Yes	Yes	No	No	No	2	2	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	0	0	0	0	1	0	0	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Other	15	Yes	No	10.0	Other	0	0	1	0	0	120	4	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	170	0	0	0	0	1	0	Yes	Yes	Unemployed	0	0	0	0	0	0	Yes	No	No	Yes	Yes	No	No	No	No	3.0	15	Piped water into dwelling	60.0	0	1	0.0001	0	0	0	1	Monthly	With soap/detergent	No	No	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	Family latrine	No	0	No	Yes	Yes	Yes	No	1	0	0	0	0	0	0	0	To be healthy	With water and soap	No	Yes	1	0	0	0	0	0	Yes	Livelihood activities	Latrines	Roads	No	No	No	No	Aldhah	Bani Shaibah	Al-Shamayateen	FSL Beneficiary	Female	4	0	480	0	4	Poor	11	49	3	1.0	0.0
FSL	Taiz	Male	Yes	30	1	0	1	0	1	3	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	Vehicles	Secondary	60	0	Casual employment	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	3	3	Yes	Yes	Yes	No	No	No	No	No	Yes	No	Yes	Yes	No	Yes	Yes	0	0	1	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.02	Yes	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	0.0021	Yes	Yes	0	1	Water pump	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	Other	60	No	No	5.0	Other	0	0	1	0	0	120	12	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	No	1	1	0	0	0	0	350	0	0	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	Yes	Yes	No	Yes	No	No	No	Yes	No	5.0	30	Piped water into dwelling	2.0	0	3	0.0001	0	0	1	0	Monthly	With soap/detergent	Yes	No	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Family latrine	Yes	Yes	No	No	Yes	Yes	Yes	0	0	1	0	0	1	0	0	To be clean	With water and soap	Yes	Yes	1	0	0	0	0	0	No	Water points	Roads	Livelihood activities	No	No	No	Yes	Bani Saror	Bani Saror	Al-Ma’afer	FSL Beneficiary	Male	2	0	1440	0	8	Poor	11	27	4	2.0	15.0
MPCA	Marib	Male	Yes	52	1	2	3	2	0	8	Married	IDP	Over 2 years	Ma'rib	Only one movement from the place of origin and now	No	0	I am living in a concrete house/finished building	Yes	No means of transport	Primary	100	0	Formal employment	No	No	No	No	Yes	No	No	Yes	No	No	No	No	2	2	Yes	No	No	No	No	No	No	Yes	Yes	No	No	No	No	No	No	0	0	0	1	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	100	No	No	0.2	Other	0	1	0	0	0	120	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	1	1	0	0	0	30	0	1	0	0	1	0	Yes	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	Yes	No	6.0	60	Piped water into dwelling	0.25	5	3	0.0001	0	0	0	1	Monthly	With soap/detergent	Yes	No	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	Yes	Solar streetlight	Health facilities	Livelihood activities	No	No	Yes	No	Alhoson	Albiahinah	Almaghajer	Emergency cash assistance beneficiary	Male	0	0	360	0	3	Acceptable	11	56	4	1.0	11.11111111111111
